"Date","Price","Open","High","Low","Vol.","Change %"
"11/27/2023","2,027.51","2,062.30","2,071.13","1,987.43","354.28K","-1.70%"
"11/26/2023","2,062.64","2,082.91","2,092.80","2,038.28","259.79K","-0.98%"
"11/25/2023","2,083.09","2,080.63","2,089.64","2,065.17","154.35K","0.12%"
"11/24/2023","2,080.62","2,061.92","2,129.20","2,059.23","460.97K","0.91%"
"11/23/2023","2,061.92","2,063.05","2,088.20","2,040.66","264.01K","-0.06%"
"11/22/2023","2,063.05","1,934.62","2,090.01","1,930.66","506.35K","6.64%"
"11/21/2023","1,934.62","2,021.49","2,034.51","1,932.50","527.41K","-4.30%"
"11/20/2023","2,021.49","2,011.02","2,064.05","1,994.89","455.23K","0.52%"
"11/19/2023","2,011.01","1,961.72","2,014.93","1,943.63","269.02K","2.51%"
"11/18/2023","1,961.72","1,960.80","1,971.02","1,920.13","298.88K","0.05%"
"11/17/2023","1,960.80","1,961.77","1,990.24","1,908.24","430.92K","-0.05%"
"11/16/2023","1,961.76","2,058.93","2,089.44","1,940.44","585.12K","-4.72%"
"11/15/2023","2,058.93","1,979.40","2,060.95","1,967.97","455.57K","4.03%"
"11/14/2023","1,979.10","2,054.15","2,064.51","1,943.01","521.22K","-3.66%"
"11/13/2023","2,054.18","2,044.61","2,115.24","2,031.01","578.44K","0.47%"
"11/12/2023","2,044.61","2,053.40","2,065.35","2,020.76","354.64K","-0.43%"
"11/11/2023","2,053.42","2,077.72","2,089.24","2,033.56","405.96K","-1.17%"
"11/10/2023","2,077.78","2,120.16","2,135.91","2,068.79","640.31K","-2.00%"
"11/09/2023","2,120.16","1,888.42","2,131.31","1,882.91","1.21M","12.22%"
"11/08/2023","1,889.29","1,885.95","1,903.67","1,873.47","265.08K","0.18%"
"11/07/2023","1,885.97","1,900.98","1,906.55","1,852.05","370.10K","-0.79%"
"11/06/2023","1,900.98","1,891.81","1,913.13","1,870.00","359.00K","0.46%"
"11/05/2023","1,892.36","1,855.72","1,911.00","1,846.57","418.91K","1.97%"
"11/04/2023","1,855.72","1,832.31","1,868.52","1,824.40","190.18K","1.28%"
"11/03/2023","1,832.29","1,800.28","1,834.16","1,779.79","337.00K","1.78%"
"11/02/2023","1,800.27","1,846.60","1,873.02","1,789.00","398.43K","-2.51%"
"11/01/2023","1,846.60","1,815.12","1,857.00","1,783.98","509.01K","1.73%"
"10/31/2023","1,815.13","1,809.05","1,819.43","1,783.32","279.11K","0.34%"
"10/30/2023","1,809.05","1,794.96","1,829.47","1,778.59","304.47K","0.78%"
"10/29/2023","1,794.96","1,776.21","1,809.98","1,764.08","156.39K","1.06%"
"10/28/2023","1,776.21","1,779.54","1,801.12","1,772.08","134.10K","-0.19%"
"10/27/2023","1,779.54","1,803.38","1,803.63","1,751.77","298.24K","-1.31%"
"10/26/2023","1,803.13","1,787.00","1,864.81","1,764.43","471.17K","0.90%"
"10/25/2023","1,787.00","1,784.88","1,814.21","1,761.39","389.39K","0.12%"
"10/24/2023","1,784.88","1,763.79","1,853.31","1,757.32","750.21K","1.20%"
"10/23/2023","1,763.75","1,663.35","1,791.99","1,657.57","672.28K","6.04%"
"10/22/2023","1,663.35","1,628.94","1,667.50","1,623.29","246.68K","2.11%"
"10/21/2023","1,628.94","1,603.89","1,642.33","1,592.41","188.94K","1.56%"
"10/20/2023","1,603.89","1,566.78","1,629.26","1,561.62","343.61K","2.37%"
"10/19/2023","1,566.79","1,563.43","1,573.48","1,543.87","238.42K","0.21%"
"10/18/2023","1,563.43","1,564.99","1,583.77","1,556.15","199.43K","-0.10%"
"10/17/2023","1,564.99","1,599.48","1,600.49","1,553.63","250.22K","-2.16%"
"10/16/2023","1,599.48","1,557.79","1,635.46","1,555.13","452.69K","2.69%"
"10/15/2023","1,557.66","1,554.96","1,565.80","1,550.05","128.70K","0.17%"
"10/14/2023","1,554.96","1,552.17","1,559.94","1,545.32","107.26K","0.18%"
"10/13/2023","1,552.17","1,539.70","1,574.08","1,538.07","208.91K","0.81%"
"10/12/2023","1,539.70","1,566.88","1,568.47","1,523.78","260.59K","-1.73%"
"10/11/2023","1,566.88","1,567.62","1,578.16","1,549.16","279.01K","-0.05%"
"10/10/2023","1,567.60","1,579.77","1,593.73","1,552.34","255.41K","-0.77%"
"10/09/2023","1,579.74","1,632.85","1,635.13","1,550.10","372.11K","-3.25%"
"10/08/2023","1,632.85","1,633.58","1,641.30","1,616.80","159.27K","-0.04%"
"10/07/2023","1,633.58","1,640.59","1,643.25","1,630.18","107.55K","-0.73%"
"10/06/2023","1,645.62","1,611.58","1,659.99","1,611.58","238.24K","2.11%"
"10/05/2023","1,611.58","1,646.61","1,654.03","1,609.54","253.05K","-2.15%"
"10/04/2023","1,647.05","1,656.88","1,657.61","1,630.48","243.08K","-0.59%"
"10/03/2023","1,656.88","1,662.79","1,670.45","1,644.05","216.11K","-0.36%"
"10/02/2023","1,662.79","1,732.90","1,742.42","1,638.04","412.81K","-4.05%"
"10/01/2023","1,732.89","1,670.92","1,741.94","1,668.94","245.32K","3.71%"
"09/30/2023","1,670.92","1,667.71","1,693.68","1,666.25","147.60K","0.19%"
"09/29/2023","1,667.72","1,652.89","1,686.63","1,648.47","273.45K","0.90%"
"09/28/2023","1,652.89","1,598.53","1,667.61","1,598.16","354.03K","3.40%"
"09/27/2023","1,598.49","1,594.05","1,633.50","1,585.28","307.59K","0.28%"
"09/26/2023","1,594.04","1,588.62","1,597.67","1,580.60","141.61K","0.34%"
"09/25/2023","1,588.62","1,580.55","1,596.57","1,564.70","191.41K","0.51%"
"09/24/2023","1,580.55","1,593.89","1,600.37","1,573.94","144.30K","-0.84%"
"09/23/2023","1,593.89","1,593.10","1,597.96","1,587.79","69.31K","0.05%"
"09/22/2023","1,593.10","1,584.03","1,601.79","1,578.78","135.12K","0.57%"
"09/21/2023","1,584.03","1,622.28","1,625.31","1,569.03","264.25K","-2.36%"
"09/20/2023","1,622.28","1,643.14","1,649.17","1,610.14","253.88K","-1.27%"
"09/19/2023","1,643.08","1,636.88","1,659.53","1,627.31","201.84K","0.38%"
"09/18/2023","1,636.92","1,622.63","1,668.87","1,609.69","302.35K","0.88%"
"09/17/2023","1,622.65","1,634.41","1,635.00","1,612.87","127.49K","-0.72%"
"09/16/2023","1,634.41","1,641.31","1,650.04","1,631.74","107.11K","-0.42%"
"09/15/2023","1,641.31","1,626.49","1,652.40","1,612.25","194.29K","0.91%"
"09/14/2023","1,626.49","1,607.63","1,639.23","1,607.08","293.64K","1.17%"
"09/13/2023","1,607.63","1,592.50","1,614.43","1,582.03","238.31K","0.95%"
"09/12/2023","1,592.50","1,551.89","1,617.39","1,549.71","354.59K","2.62%"
"09/11/2023","1,551.89","1,617.44","1,618.80","1,533.95","444.95K","-4.05%"
"09/10/2023","1,617.44","1,635.56","1,635.72","1,604.26","220.97K","-1.11%"
"09/09/2023","1,635.56","1,636.45","1,637.21","1,630.12","63.97K","-0.05%"
"09/08/2023","1,636.45","1,648.09","1,657.53","1,618.39","236.38K","-0.71%"
"09/07/2023","1,648.09","1,633.18","1,658.04","1,624.07","243.55K","0.91%"
"09/06/2023","1,633.18","1,634.46","1,667.08","1,610.49","240.73K","-0.08%"
"09/05/2023","1,634.46","1,630.53","1,647.67","1,610.02","219.79K","0.24%"
"09/04/2023","1,630.51","1,635.86","1,643.31","1,618.49","178.25K","-0.33%"
"09/03/2023","1,635.85","1,637.05","1,645.16","1,625.61","124.14K","-0.07%"
"09/02/2023","1,637.05","1,629.00","1,644.63","1,628.11","109.03K","0.49%"
"09/01/2023","1,629.00","1,645.82","1,654.39","1,603.67","319.19K","-1.02%"
"08/31/2023","1,645.82","1,705.23","1,723.95","1,634.74","355.27K","-3.48%"
"08/30/2023","1,705.22","1,729.69","1,730.71","1,696.99","218.44K","-1.41%"
"08/29/2023","1,729.69","1,653.22","1,742.83","1,640.29","528.63K","4.63%"
